subject,qtip_key,nwc_key,qtip_bpp,nwc_bpp,abs_bpp_gap,qtip_score,nwc_score,diff_nwc_minus_qtip
mmlu_nutrition,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5522875816993464,0.5686274509803921,0.016339869281045694
mmlu_philosophy,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.6012861736334405,0.594855305466238,-0.006430868167202508
mmlu_prehistory,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5740740740740741,0.5648148148148148,-0.0092592592592593
mmlu_professional_accounting,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.36879432624113473,0.35815602836879434,-0.010638297872340385
mmlu_professional_law,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.37809647979139505,0.3455019556714472,-0.03259452411994784
mmlu_professional_medicine,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5183823529411765,0.5808823529411765,0.0625
mmlu_professional_psychology,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5310457516339869,0.4624183006535948,-0.06862745098039214
mmlu_public_relations,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5636363636363636,0.5545454545454546,-0.009090909090909038
mmlu_security_studies,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.5551020408163265,0.5877551020408164,0.032653061224489854
mmlu_sociology,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.7213930348258707,0.6915422885572139,-0.029850746268656803
mmlu_us_foreign_policy,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.74,0.75,0.010000000000000009
mmlu_virology,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.4578313253012048,0.46987951807228917,0.012048192771084376
mmlu_world_religions,2.0,30.0,2.0,2.3015328621482833,0.30153286214828334,0.6783625730994152,0.6374269005847953,-0.040935672514619825
mmlu_abstract_algebra,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.29,0.28,-0.009999999999999953
mmlu_anatomy,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6592592592592592,0.6148148148148148,-0.0444444444444444
mmlu_astronomy,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6776315789473685,0.6513157894736842,-0.026315789473684292
mmlu_business_ethics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.57,0.55,-0.019999999999999907
mmlu_clinical_knowledge,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6943396226415094,0.6981132075471698,0.0037735849056603765
mmlu_college_biology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7291666666666666,0.7013888888888888,-0.02777777777777779
mmlu_college_chemistry,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.42,0.4,-0.019999999999999962
mmlu_college_computer_science,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.44,0.44,0.0
mmlu_college_mathematics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.32,0.31,-0.010000000000000009
mmlu_college_medicine,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5895953757225434,0.5953757225433526,0.00578034682080919
mmlu_college_physics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.37254901960784315,0.38235294117647056,0.009803921568627416
mmlu_computer_security,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.73,0.71,-0.020000000000000018
mmlu_conceptual_physics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5361702127659574,0.5063829787234042,-0.029787234042553234
mmlu_econometrics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.3508771929824561,0.34210526315789475,-0.008771929824561375
mmlu_electrical_engineering,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5655172413793104,0.5793103448275863,0.01379310344827589
mmlu_elementary_mathematics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.3888888888888889,0.4126984126984127,0.02380952380952378
mmlu_formal_logic,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.38095238095238093,0.4126984126984127,0.031746031746031744
mmlu_global_facts,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.29,0.28,-0.009999999999999953
mmlu_high_school_biology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7354838709677419,0.7096774193548387,-0.02580645161290318
mmlu_high_school_chemistry,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5221674876847291,0.4482758620689655,-0.07389162561576357
mmlu_high_school_computer_science,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6,0.65,0.050000000000000044
mmlu_high_school_european_history,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.696969696969697,0.703030303030303,0.006060606060605989
mmlu_high_school_geography,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7323232323232324,0.7121212121212122,-0.02020202020202022
mmlu_high_school_government_and_politics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.8031088082901554,0.8497409326424871,0.04663212435233166
mmlu_high_school_macroeconomics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.558974358974359,0.5487179487179488,-0.01025641025641022
mmlu_high_school_mathematics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.337037037037037,0.3851851851851852,0.04814814814814816
mmlu_high_school_microeconomics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6302521008403361,0.6050420168067226,-0.025210084033613467
mmlu_high_school_physics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.44370860927152317,0.40397350993377484,-0.039735099337748325
mmlu_high_school_psychology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7853211009174312,0.7853211009174312,0.0
mmlu_high_school_statistics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.4675925925925926,0.47685185185185186,0.009259259259259245
mmlu_high_school_us_history,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7598039215686274,0.7990196078431373,0.03921568627450989
mmlu_high_school_world_history,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7974683544303798,0.810126582278481,0.012658227848101222
mmlu_human_aging,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5964125560538116,0.6143497757847534,0.017937219730941756
mmlu_human_sexuality,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7404580152671756,0.7251908396946565,-0.01526717557251911
mmlu_international_law,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.768595041322314,0.7933884297520661,0.024793388429752095
mmlu_jurisprudence,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7037037037037037,0.7037037037037037,0.0
mmlu_logical_fallacies,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7055214723926381,0.6932515337423313,-0.012269938650306789
mmlu_machine_learning,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.41964285714285715,0.4375,0.01785714285714285
mmlu_management,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.8058252427184466,0.8252427184466019,0.01941747572815533
mmlu_marketing,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.8247863247863247,0.8675213675213675,0.042735042735042805
mmlu_medical_genetics,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.75,0.76,0.010000000000000009
mmlu_miscellaneous,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.768837803320562,0.7828863346104725,0.01404853128991057
mmlu_moral_disputes,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6647398843930635,0.630057803468208,-0.034682080924855474
mmlu_moral_scenarios,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.25251396648044694,0.24022346368715083,-0.012290502793296104
mmlu_nutrition,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6993464052287581,0.6797385620915033,-0.019607843137254832
mmlu_philosophy,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7041800643086816,0.6463022508038585,-0.05787781350482313
mmlu_prehistory,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7067901234567902,0.6851851851851852,-0.021604938271604923
mmlu_professional_accounting,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.4716312056737589,0.43617021276595747,-0.035460992907801414
mmlu_professional_law,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.43741851368970014,0.4282920469361147,-0.009126466753585416
mmlu_professional_medicine,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6764705882352942,0.6397058823529411,-0.03676470588235303
mmlu_professional_psychology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6437908496732027,0.6176470588235294,-0.02614379084967322
mmlu_public_relations,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6636363636363637,0.6181818181818182,-0.045454545454545525
mmlu_security_studies,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.6816326530612244,0.7183673469387755,0.03673469387755102
mmlu_sociology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.8059701492537313,0.8258706467661692,0.01990049751243783
mmlu_us_foreign_policy,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.86,0.85,-0.010000000000000009
mmlu_virology,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.5180722891566265,0.5180722891566265,0.0
mmlu_world_religions,3.0,75.0,3.0,2.9666457464202094,0.033354253579790605,0.7894736842105263,0.7953216374269005,0.005847953216374213
mmlu_abstract_algebra,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.29,0.3,0.010000000000000009
mmlu_anatomy,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6814814814814815,0.6962962962962963,0.014814814814814836
mmlu_astronomy,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7039473684210527,0.6710526315789473,-0.03289473684210531
mmlu_business_ethics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.58,0.58,0.0
mmlu_clinical_knowledge,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7320754716981132,0.7245283018867924,-0.007547169811320753
mmlu_college_biology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7777777777777778,0.7708333333333334,-0.00694444444444442
mmlu_college_chemistry,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.4,0.42,0.019999999999999962
mmlu_college_computer_science,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.49,0.46,-0.02999999999999997
mmlu_college_mathematics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.41,0.39,-0.019999999999999962
mmlu_college_medicine,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6184971098265896,0.6184971098265896,0.0
mmlu_college_physics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.3627450980392157,0.4215686274509804,0.05882352941176472
mmlu_computer_security,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.76,0.79,0.030000000000000027
mmlu_conceptual_physics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.5361702127659574,0.5531914893617021,0.017021276595744705
mmlu_econometrics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.39473684210526316,0.42105263157894735,0.02631578947368418
mmlu_electrical_engineering,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.5724137931034483,0.5793103448275863,0.006896551724137945
mmlu_elementary_mathematics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.4126984126984127,0.4312169312169312,0.018518518518518545
mmlu_formal_logic,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.4603174603174603,0.4523809523809524,-0.007936507936507908
mmlu_global_facts,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.25,0.35,0.09999999999999998
mmlu_high_school_biology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7419354838709677,0.7322580645161291,-0.009677419354838679
mmlu_high_school_chemistry,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.5270935960591133,0.5172413793103449,-0.009852216748768461
mmlu_high_school_computer_science,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.66,0.66,0.0
mmlu_high_school_european_history,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7212121212121212,0.7212121212121212,0.0
mmlu_high_school_geography,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7626262626262627,0.7525252525252525,-0.010101010101010166
mmlu_high_school_government_and_politics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.844559585492228,0.8341968911917098,-0.010362694300518172
mmlu_high_school_macroeconomics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6205128205128205,0.617948717948718,-0.002564102564102555
mmlu_high_school_mathematics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.3925925925925926,0.4,0.007407407407407418
mmlu_high_school_microeconomics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6638655462184874,0.6890756302521008,0.025210084033613467
mmlu_high_school_physics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.40397350993377484,0.4105960264900662,0.006622516556291369
mmlu_high_school_psychology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.818348623853211,0.8146788990825689,-0.003669724770642202
mmlu_high_school_statistics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.49074074074074076,0.5138888888888888,0.023148148148148084
mmlu_high_school_us_history,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.803921568627451,0.7941176470588235,-0.009803921568627527
mmlu_high_school_world_history,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8059071729957806,0.810126582278481,0.00421940928270037
mmlu_human_aging,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.695067264573991,0.6502242152466368,-0.04484304932735428
mmlu_human_sexuality,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7633587786259542,0.7633587786259542,0.0
mmlu_international_law,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7768595041322314,0.768595041322314,-0.008264462809917328
mmlu_jurisprudence,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.75,0.7592592592592593,0.0092592592592593
mmlu_logical_fallacies,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7300613496932515,0.7177914110429447,-0.012269938650306789
mmlu_machine_learning,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.45535714285714285,0.375,-0.08035714285714285
mmlu_management,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8446601941747572,0.8737864077669902,0.029126213592232997
mmlu_marketing,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8803418803418803,0.8675213675213675,-0.012820512820512775
mmlu_medical_genetics,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.82,0.82,0.0
mmlu_miscellaneous,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8148148148148148,0.8135376756066411,-0.0012771392081736277
mmlu_moral_disputes,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6907514450867052,0.6791907514450867,-0.011560693641618491
mmlu_moral_scenarios,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.23798882681564246,0.2759776536312849,0.037988826815642446
mmlu_nutrition,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7026143790849673,0.7320261437908496,0.02941176470588236
mmlu_philosophy,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7106109324758842,0.6977491961414791,-0.012861736334405127
mmlu_prehistory,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7191358024691358,0.7067901234567902,-0.012345679012345623
mmlu_professional_accounting,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.450354609929078,0.4397163120567376,-0.010638297872340385
mmlu_professional_law,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.44654498044328556,0.455019556714472,0.008474576271186418
mmlu_professional_medicine,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7058823529411765,0.7058823529411765,0.0
mmlu_professional_psychology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.6748366013071896,0.6879084967320261,0.013071895424836555
mmlu_public_relations,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7,0.6909090909090909,-0.009090909090909038
mmlu_security_studies,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.7510204081632653,0.7428571428571429,-0.008163265306122436
mmlu_sociology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8308457711442786,0.835820895522388,0.00497512437810943
mmlu_us_foreign_policy,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.86,0.87,0.010000000000000009
mmlu_virology,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.5301204819277109,0.5421686746987951,0.012048192771084265
mmlu_world_religions,4.0,300.0,4.0,3.954826640797994,0.04517335920200605,0.8128654970760234,0.8011695906432749,-0.011695906432748537
mmlu_abstract_algebra,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.28,0.26,-0.020000000000000018
mmlu_anatomy,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6592592592592592,0.6814814814814815,0.022222222222222254
mmlu_astronomy,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6842105263157895,0.6842105263157895,0.0
mmlu_business_ethics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.58,0.57,-0.010000000000000009
mmlu_clinical_knowledge,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7283018867924528,0.7283018867924528,0.0
mmlu_college_biology,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7777777777777778,0.7638888888888888,-0.01388888888888895
mmlu_college_chemistry,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.42,0.44,0.020000000000000018
mmlu_college_computer_science,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.49,0.53,0.040000000000000036
mmlu_college_mathematics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.4,0.35,-0.050000000000000044
mmlu_college_medicine,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6242774566473989,0.6242774566473989,0.0
mmlu_college_physics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.4019607843137255,0.38235294117647056,-0.019607843137254943
mmlu_computer_security,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.77,0.78,0.010000000000000009
mmlu_conceptual_physics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.5319148936170213,0.5446808510638298,0.012765957446808529
mmlu_econometrics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.37719298245614036,0.42105263157894735,0.04385964912280699
mmlu_electrical_engineering,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.5793103448275863,0.593103448275862,0.013793103448275779
mmlu_elementary_mathematics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.42063492063492064,0.41798941798941797,-0.002645502645502673
mmlu_formal_logic,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.40476190476190477,0.42857142857142855,0.02380952380952378
mmlu_global_facts,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.3,0.28,-0.019999999999999962
mmlu_high_school_biology,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7354838709677419,0.7290322580645161,-0.006451612903225823
mmlu_high_school_chemistry,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.5221674876847291,0.5320197044334976,0.009852216748768461
mmlu_high_school_computer_science,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.65,0.65,0.0
mmlu_high_school_european_history,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7393939393939394,0.7333333333333333,-0.0060606060606061
mmlu_high_school_geography,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7626262626262627,0.7626262626262627,0.0
mmlu_high_school_government_and_politics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.8601036269430051,0.8393782383419689,-0.020725388601036232
mmlu_high_school_macroeconomics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6102564102564103,0.6358974358974359,0.02564102564102555
mmlu_high_school_mathematics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.3925925925925926,0.40370370370370373,0.011111111111111127
mmlu_high_school_microeconomics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6932773109243697,0.6932773109243697,0.0
mmlu_high_school_physics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.41721854304635764,0.44370860927152317,0.02649006622516553
mmlu_high_school_psychology,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.8036697247706422,0.8220183486238533,0.01834862385321101
mmlu_high_school_statistics,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.48148148148148145,0.5046296296296297,0.023148148148148195
mmlu_high_school_us_history,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.8333333333333334,0.7941176470588235,-0.03921568627450989
mmlu_high_school_world_history,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.8016877637130801,0.8270042194092827,0.025316455696202556
mmlu_human_aging,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.6591928251121076,0.6457399103139013,-0.013452914798206317
mmlu_human_sexuality,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7480916030534351,0.7557251908396947,0.007633587786259555
mmlu_international_law,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7851239669421488,0.7851239669421488,0.0
mmlu_jurisprudence,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7870370370370371,0.7222222222222222,-0.06481481481481488
mmlu_logical_fallacies,5.0,1000.0,5.0,4.77782450354873,0.22217549645127033,0.7300613496932515,0.7177914110429447,-0.012269938650306789
