subject,quip_bpp,nwc_bpp,abs_bpp_gap,quip_score,nwc_score,diff_nwc_minus_quip
mmlu_conceptual_physics,3.0,2.9666457464202094,0.033354253579790605,0.46382978723404256,0.5063829787234042,0.04255319148936165
mmlu_econometrics,3.0,2.9666457464202094,0.033354253579790605,0.34210526315789475,0.34210526315789475,0.0
mmlu_electrical_engineering,3.0,2.9666457464202094,0.033354253579790605,0.4827586206896552,0.5793103448275863,0.09655172413793106
mmlu_elementary_mathematics,3.0,2.9666457464202094,0.033354253579790605,0.37037037037037035,0.4126984126984127,0.042328042328042326
mmlu_formal_logic,3.0,2.9666457464202094,0.033354253579790605,0.40476190476190477,0.4126984126984127,0.007936507936507908
mmlu_global_facts,3.0,2.9666457464202094,0.033354253579790605,0.3,0.28,-0.019999999999999962
mmlu_high_school_biology,3.0,2.9666457464202094,0.033354253579790605,0.6838709677419355,0.7096774193548387,0.02580645161290329
mmlu_high_school_chemistry,3.0,2.9666457464202094,0.033354253579790605,0.4876847290640394,0.4482758620689655,-0.0394088669950739
mmlu_high_school_computer_science,3.0,2.9666457464202094,0.033354253579790605,0.59,0.65,0.06000000000000005
mmlu_high_school_european_history,3.0,2.9666457464202094,0.033354253579790605,0.7151515151515152,0.703030303030303,-0.0121212121212122
mmlu_high_school_geography,3.0,2.9666457464202094,0.033354253579790605,0.7424242424242424,0.7121212121212122,-0.030303030303030276
mmlu_high_school_government_and_politics,3.0,2.9666457464202094,0.033354253579790605,0.8031088082901554,0.8497409326424871,0.04663212435233166
mmlu_high_school_macroeconomics,3.0,2.9666457464202094,0.033354253579790605,0.5358974358974359,0.5487179487179488,0.012820512820512886
mmlu_high_school_mathematics,3.0,2.9666457464202094,0.033354253579790605,0.34444444444444444,0.3851851851851852,0.040740740740740744
mmlu_high_school_microeconomics,3.0,2.9666457464202094,0.033354253579790605,0.5798319327731093,0.6050420168067226,0.025210084033613356
mmlu_high_school_physics,3.0,2.9666457464202094,0.033354253579790605,0.40397350993377484,0.40397350993377484,0.0
mmlu_high_school_psychology,3.0,2.9666457464202094,0.033354253579790605,0.7834862385321101,0.7853211009174312,0.0018348623853211565
mmlu_high_school_statistics,3.0,2.9666457464202094,0.033354253579790605,0.4398148148148148,0.47685185185185186,0.037037037037037035
mmlu_high_school_us_history,3.0,2.9666457464202094,0.033354253579790605,0.7549019607843137,0.7990196078431373,0.044117647058823595
mmlu_high_school_world_history,3.0,2.9666457464202094,0.033354253579790605,0.7974683544303798,0.810126582278481,0.012658227848101222
mmlu_human_aging,3.0,2.9666457464202094,0.033354253579790605,0.6233183856502242,0.6143497757847534,-0.008968609865470878
mmlu_human_sexuality,3.0,2.9666457464202094,0.033354253579790605,0.6793893129770993,0.7251908396946565,0.04580152671755722
mmlu_international_law,3.0,2.9666457464202094,0.033354253579790605,0.768595041322314,0.7933884297520661,0.024793388429752095
mmlu_jurisprudence,3.0,2.9666457464202094,0.033354253579790605,0.7129629629629629,0.7037037037037037,-0.00925925925925919
mmlu_logical_fallacies,3.0,2.9666457464202094,0.033354253579790605,0.6748466257668712,0.6932515337423313,0.018404907975460127
mmlu_machine_learning,3.0,2.9666457464202094,0.033354253579790605,0.4732142857142857,0.4375,-0.0357142857142857
mmlu_management,3.0,2.9666457464202094,0.033354253579790605,0.8252427184466019,0.8252427184466019,0.0
mmlu_marketing,3.0,2.9666457464202094,0.033354253579790605,0.8162393162393162,0.8675213675213675,0.05128205128205132
mmlu_medical_genetics,3.0,2.9666457464202094,0.033354253579790605,0.75,0.76,0.010000000000000009
mmlu_miscellaneous,3.0,2.9666457464202094,0.033354253579790605,0.756066411238825,0.7828863346104725,0.026819923371647514
mmlu_moral_disputes,3.0,2.9666457464202094,0.033354253579790605,0.638728323699422,0.630057803468208,-0.008670520231213952
mmlu_moral_scenarios,3.0,2.9666457464202094,0.033354253579790605,0.24916201117318434,0.24022346368715083,-0.00893854748603351
mmlu_nutrition,3.0,2.9666457464202094,0.033354253579790605,0.6830065359477124,0.6797385620915033,-0.0032679738562091387
mmlu_philosophy,3.0,2.9666457464202094,0.033354253579790605,0.6463022508038585,0.6463022508038585,0.0
mmlu_prehistory,3.0,2.9666457464202094,0.033354253579790605,0.6882716049382716,0.6851851851851852,-0.0030864197530863224
mmlu_professional_accounting,3.0,2.9666457464202094,0.033354253579790605,0.4219858156028369,0.43617021276595747,0.014184397163120588
mmlu_professional_law,3.0,2.9666457464202094,0.033354253579790605,0.41916558018252936,0.4282920469361147,0.00912646675358536
mmlu_professional_medicine,3.0,2.9666457464202094,0.033354253579790605,0.6691176470588235,0.6397058823529411,-0.02941176470588236
mmlu_professional_psychology,3.0,2.9666457464202094,0.033354253579790605,0.6225490196078431,0.6176470588235294,-0.004901960784313708
mmlu_public_relations,3.0,2.9666457464202094,0.033354253579790605,0.6727272727272727,0.6181818181818182,-0.054545454545454564
mmlu_security_studies,3.0,2.9666457464202094,0.033354253579790605,0.6938775510204082,0.7183673469387755,0.024489795918367308
mmlu_sociology,3.0,2.9666457464202094,0.033354253579790605,0.8059701492537313,0.8258706467661692,0.01990049751243783
mmlu_us_foreign_policy,3.0,2.9666457464202094,0.033354253579790605,0.85,0.85,0.0
mmlu_virology,3.0,2.9666457464202094,0.033354253579790605,0.5421686746987951,0.5180722891566265,-0.02409638554216864
mmlu_world_religions,3.0,2.9666457464202094,0.033354253579790605,0.7777777777777778,0.7953216374269005,0.01754385964912275
mmlu_abstract_algebra,4.0,3.954826640797994,0.04517335920200605,0.3,0.3,0.0
mmlu_anatomy,4.0,3.954826640797994,0.04517335920200605,0.6444444444444445,0.6962962962962963,0.051851851851851816
mmlu_astronomy,4.0,3.954826640797994,0.04517335920200605,0.6710526315789473,0.6710526315789473,0.0
mmlu_business_ethics,4.0,3.954826640797994,0.04517335920200605,0.61,0.58,-0.030000000000000027
mmlu_clinical_knowledge,4.0,3.954826640797994,0.04517335920200605,0.7433962264150943,0.7245283018867924,-0.018867924528301883
mmlu_college_biology,4.0,3.954826640797994,0.04517335920200605,0.75,0.7708333333333334,0.02083333333333337
mmlu_college_chemistry,4.0,3.954826640797994,0.04517335920200605,0.37,0.42,0.04999999999999999
mmlu_college_computer_science,4.0,3.954826640797994,0.04517335920200605,0.49,0.46,-0.02999999999999997
mmlu_college_mathematics,4.0,3.954826640797994,0.04517335920200605,0.4,0.39,-0.010000000000000009
mmlu_college_medicine,4.0,3.954826640797994,0.04517335920200605,0.6473988439306358,0.6184971098265896,-0.028901734104046284
mmlu_college_physics,4.0,3.954826640797994,0.04517335920200605,0.3627450980392157,0.4215686274509804,0.05882352941176472
mmlu_computer_security,4.0,3.954826640797994,0.04517335920200605,0.77,0.79,0.020000000000000018
mmlu_conceptual_physics,4.0,3.954826640797994,0.04517335920200605,0.5446808510638298,0.5531914893617021,0.008510638297872353
mmlu_econometrics,4.0,3.954826640797994,0.04517335920200605,0.3684210526315789,0.42105263157894735,0.05263157894736842
mmlu_electrical_engineering,4.0,3.954826640797994,0.04517335920200605,0.5793103448275863,0.5793103448275863,0.0
mmlu_elementary_mathematics,4.0,3.954826640797994,0.04517335920200605,0.41005291005291006,0.4312169312169312,0.021164021164021163
mmlu_formal_logic,4.0,3.954826640797994,0.04517335920200605,0.4603174603174603,0.4523809523809524,-0.007936507936507908
mmlu_global_facts,4.0,3.954826640797994,0.04517335920200605,0.31,0.35,0.03999999999999998
mmlu_high_school_biology,4.0,3.954826640797994,0.04517335920200605,0.7548387096774194,0.7322580645161291,-0.022580645161290325
mmlu_high_school_chemistry,4.0,3.954826640797994,0.04517335920200605,0.5320197044334976,0.5172413793103449,-0.014778325123152691
mmlu_high_school_computer_science,4.0,3.954826640797994,0.04517335920200605,0.64,0.66,0.020000000000000018
mmlu_high_school_european_history,4.0,3.954826640797994,0.04517335920200605,0.7151515151515152,0.7212121212121212,0.006060606060605989
mmlu_high_school_geography,4.0,3.954826640797994,0.04517335920200605,0.7424242424242424,0.7525252525252525,0.010101010101010055
mmlu_high_school_government_and_politics,4.0,3.954826640797994,0.04517335920200605,0.8290155440414507,0.8341968911917098,0.005181347150259086
mmlu_high_school_macroeconomics,4.0,3.954826640797994,0.04517335920200605,0.617948717948718,0.617948717948718,0.0
mmlu_high_school_mathematics,4.0,3.954826640797994,0.04517335920200605,0.3814814814814815,0.4,0.018518518518518545
mmlu_high_school_microeconomics,4.0,3.954826640797994,0.04517335920200605,0.7100840336134454,0.6890756302521008,-0.021008403361344574
mmlu_high_school_physics,4.0,3.954826640797994,0.04517335920200605,0.4105960264900662,0.4105960264900662,0.0
mmlu_high_school_psychology,4.0,3.954826640797994,0.04517335920200605,0.8073394495412844,0.8146788990825689,0.007339449541284404
mmlu_high_school_statistics,4.0,3.954826640797994,0.04517335920200605,0.5,0.5138888888888888,0.01388888888888884
mmlu_high_school_us_history,4.0,3.954826640797994,0.04517335920200605,0.7941176470588235,0.7941176470588235,0.0
mmlu_high_school_world_history,4.0,3.954826640797994,0.04517335920200605,0.8312236286919831,0.810126582278481,-0.021097046413502074
mmlu_human_aging,4.0,3.954826640797994,0.04517335920200605,0.6681614349775785,0.6502242152466368,-0.017937219730941756
mmlu_human_sexuality,4.0,3.954826640797994,0.04517335920200605,0.7557251908396947,0.7633587786259542,0.007633587786259555
mmlu_international_law,4.0,3.954826640797994,0.04517335920200605,0.7851239669421488,0.768595041322314,-0.016528925619834767
mmlu_jurisprudence,4.0,3.954826640797994,0.04517335920200605,0.7870370370370371,0.7592592592592593,-0.02777777777777779
mmlu_logical_fallacies,4.0,3.954826640797994,0.04517335920200605,0.6993865030674846,0.7177914110429447,0.018404907975460127
mmlu_machine_learning,4.0,3.954826640797994,0.04517335920200605,0.44642857142857145,0.375,-0.07142857142857145
mmlu_management,4.0,3.954826640797994,0.04517335920200605,0.8543689320388349,0.8737864077669902,0.01941747572815533
mmlu_marketing,4.0,3.954826640797994,0.04517335920200605,0.8717948717948718,0.8675213675213675,-0.004273504273504258
mmlu_medical_genetics,4.0,3.954826640797994,0.04517335920200605,0.74,0.82,0.07999999999999996
mmlu_miscellaneous,4.0,3.954826640797994,0.04517335920200605,0.7982120051085568,0.8135376756066411,0.01532567049808431
mmlu_moral_disputes,4.0,3.954826640797994,0.04517335920200605,0.6676300578034682,0.6791907514450867,0.011560693641618491
mmlu_moral_scenarios,4.0,3.954826640797994,0.04517335920200605,0.2446927374301676,0.2759776536312849,0.03128491620111731
mmlu_nutrition,4.0,3.954826640797994,0.04517335920200605,0.7352941176470589,0.7320261437908496,-0.0032679738562092497
mmlu_philosophy,4.0,3.954826640797994,0.04517335920200605,0.7041800643086816,0.6977491961414791,-0.006430868167202508
mmlu_prehistory,4.0,3.954826640797994,0.04517335920200605,0.6882716049382716,0.7067901234567902,0.0185185185185186
mmlu_professional_accounting,4.0,3.954826640797994,0.04517335920200605,0.46099290780141844,0.4397163120567376,-0.021276595744680826
mmlu_professional_law,4.0,3.954826640797994,0.04517335920200605,0.44654498044328556,0.455019556714472,0.008474576271186418
mmlu_professional_medicine,4.0,3.954826640797994,0.04517335920200605,0.7169117647058824,0.7058823529411765,-0.011029411764705843
mmlu_professional_psychology,4.0,3.954826640797994,0.04517335920200605,0.6601307189542484,0.6879084967320261,0.02777777777777779
mmlu_public_relations,4.0,3.954826640797994,0.04517335920200605,0.6636363636363637,0.6909090909090909,0.027272727272727226
mmlu_security_studies,4.0,3.954826640797994,0.04517335920200605,0.7306122448979592,0.7428571428571429,0.01224489795918371
mmlu_sociology,4.0,3.954826640797994,0.04517335920200605,0.8208955223880597,0.835820895522388,0.01492537313432829
mmlu_us_foreign_policy,4.0,3.954826640797994,0.04517335920200605,0.84,0.87,0.030000000000000027
mmlu_virology,4.0,3.954826640797994,0.04517335920200605,0.5301204819277109,0.5421686746987951,0.012048192771084265
mmlu_world_religions,4.0,3.954826640797994,0.04517335920200605,0.7777777777777778,0.8011695906432749,0.023391812865497075
